@relation sentimental-analizer


@attribute texto string
@attribute quantAdjetivoPositivo numeric
@attribute quantAdjetivoNegativo numeric
@attribute quantVerboPositivo numeric
@attribute quantVerboNegativo numeric
@attribute classTrain {positivo, negativo, neutro}


@DATA
'Temer quer pagar o Golpe em TVs e rádios https://t.co/eFQ6YMA1pi\n&#3;',0,0,1,0,positivo
'E os golpistas querendo cortar relações com vizinhos... triste mas não passarão https://t.co/OYDB9eONpB\n&#3;',0,2,0,0,negativo
'https://t.co/3MKe6PsUn9\n&#3;',0,0,0,0,neutro
'@tvhistoria @realwbonner  "Na primeira página do site do Globo tem a manchete: "Cerveró afirma que Dilma sabia da propina de Pasadena". "\n&#3;',0,0,0,0,neutro
'Temer querendo agradar colocando ministro bonito no governo. Querido  a gente tira você fora e fala pra quem entrar manter o ministro. rs\n&#3;',2,0,2,1,positivo
'Transparência do Temer? Tomareuvê https://t.co/i4axDiYItL\n&#3;',0,0,1,0,positivo
'Clique  acesse e leia em https://t.co/3MKe6PsUn9\n&#3;',0,0,0,0,neutro
'Temer seeks spending cap as scandal bites https://t.co/YxnmJpP03W\n&#3;',0,0,1,0,positivo
'Mais Médicos de Dilma. https://t.co/H133bvcJQU\n&#3;',0,0,0,0,neutro
'Olha a mãozinha para de corvo... https://t.co/8xLMihQalP\n&#3;',0,0,0,0,neutro
'É por isso q ele fica contando o tempo com os dedos ? https://t.co/MMncG8zBQo\n&#3;',0,0,0,0,neutro
'@senjoaoalberto Votar contra Impeachment de Dilma é votar pela democracia e não acrescentar o termo golpista a sua biografia.#VoltaQuerida\n&#3;',0,1,2,0,positivo
'Quem ñ consegue melhorar os argumentos eleva o tom de voz...Tentam em vão vencer no grito! https://t.co/j7h5ugnsb3\n&#3;',0,1,0,1,negativo
'Temer seeks spending cap as scandal bites https://t.co/n9GwsLeQil\n&#3;',0,0,1,0,positivo
'Temer seeks spending cap as scandal bites https://t.co/1tOkuCH7i7\n&#3;',0,0,1,0,positivo
'#ForaTemer #LavaJato #NãoAoGolpe #DilmaFica  https://t.co/xTous1N3it\n&#3;',0,0,0,0,neutro
'#ForaTemer #LavaJato #NãoAoGolpe #DilmaFica  https://t.co/xTous1N3it\n&#3;',0,0,0,0,neutro
'Vamos seguir gritando por todos os cantos: queremos o album 6 https://t.co/9a3VTszbHG\n&#3;',0,0,0,0,neutro
'Alguém aqui falou em #crise?!TRA-BA-LHE!!!BRASIL-LHE-EI!!!Acertei  @temerpoeta e @MichelTemer?\n&#3;',0,0,0,0,neutro
'Temer seeks spending cap as scandal bites https://t.co/zy2C4bYha4\n&#3;',0,0,1,0,positivo
'Boa pergunta https://t.co/wLvjL991lg\n&#3;',1,0,0,0,positivo
'@100underwood @CLUIZBORGES @ptbrasil @dilmabr @queacreditaemvc @BarbaNegra_mau @CapitaoHarris @Fascista1964 vcs conhecem essa @MidiaNINJA\n&#3;',0,0,0,0,neutro
'Temer seeks spending cap as scandal bites https://t.co/vg1H925PWa\n&#3;',0,0,1,0,positivo
'Dile a tu nuevo querer que no hay nada que temer\n&#3;',0,0,1,0,positivo
'Em repúdio a governo Temer  eurodeputados pedem que UE interrompa negociações com Mercosul -... https://t.co/uw4Mobwxp3\n&#3;',0,0,1,0,positivo
'@Gabriel6828 @dilmabr Esse coitado não sabe o que fala... Esse tipo baba ovo de político... Deve tá com sua teta e tá com medo de perder...\n&#3;',0,1,1,0,positivo
'Temer seeks spending cap as scandal bites https://t.co/xQBf3EdBZx\n&#3;',0,0,1,0,positivo
'close errado https://t.co/H586i9eqVk\n&#3;',0,1,0,0,negativo
'@abocajarroperu exagerado pero ojo con el círculo de keiko  es de temer\n&#3;',0,1,1,0,positivo
'Brazil Acting President Pushes For Quick Dilma Rousseff Impeachment: Brasilia  Brazil: Brazils interim gover... https://t.co/4CE57MpSTA\n&#3;',0,0,0,0,neutro
'Temer seeks spending cap as scandal bites https://t.co/2NrArJv4qB\n&#3;',0,0,1,0,positivo
'@fernandoschuler #Avante temer #Avante Lava Jato #Fora Dilma\n&#3;',0,0,1,0,positivo
'@fernandoschuler #Avante temer #Avante Lava Jato #Fora Dilma\n&#3;',0,0,1,0,positivo
'já estou esperando o @RomarioOnze  defender o maduro da venezuela que fechou o congresso já que defende dilma!!! né?? #foradilma #forapt\n&#3;',1,0,0,0,positivo
'Ele é legítimo sim...legítimo golpista! https://t.co/yzSaxr4Tjz\n&#3;',1,1,0,0,neutro
'Golpistas corruptos não podem ter sossego  não respeitam a soberania popular e são ladrões de votos. https://t.co/eRaJtzKWGb\n&#3;',2,2,1,0,positivo
'@joeldtbatist Cerveró:Suponho que sabia  mas nunca tratei de propina c/ Dilma...\n&#3;',0,0,0,0,neutro
'@cap_FabioAraujo @100underwood @CLUIZBORGES @ptbrasil @dilmabr @BarbaNegra_mau @Fascista1964 @MidiaNINJA conheço  é isenta d esquerda 😂\n&#3;',1,0,0,0,positivo
'@tvhistoria @realwbonner"Aí vc entra na matéria e vê q Cerveró na verdade diz:"Suponho que(ela)sabia  mas nunca tratei de propina com Dilma"\n&#3;',0,0,0,0,neutro
'Retweeted Leoni (@Leoni_a_jato):Site do Globo:Cerveró afirma que Dilma sabia de propina de Pasadena.... https://t.co/KSc9uLHLK7\n&#3;',0,0,0,0,neutro
'Pedro Parente mostra a que veio: Pedro Parente  Presidente indicado por Michel Temer para a Petrobras  em col... https://t.co/TLDO6P2TNl\n&#3;',0,0,1,0,positivo
'@cap_FabioAraujo @CLUIZBORGES @ptbrasil @dilmabr @queacreditaemvc @BarbaNegra_mau @CapitaoHarris @Fascista1964 @MidiaNINJA claro! Uma piada?\n&#3;',0,0,0,0,neutro
'Ele tem que cozinhar em banho-maria  pois enquanto não se resolve a saída definitiva de Dilma. ela pode voltar. https://t.co/ZyEOOGYBpP\n&#3;',0,0,0,0,neutro
'Mas isto ja estamos falando há um bom tempo ! Tem q abandonar a comissão  pra não ficar legitimando o golpe! https://t.co/m1gyW5y8n1\n&#3;',1,0,1,0,positivo
'Gostei de um vídeo @YouTube de @canaldootario https://t.co/5V84p1844j Tucano na Gaiola  Dilma Mentirosa  Ministro da\n&#3;',0,1,1,0,positivo
'@ptbrasil @LUIZBARBOZA @sanchezceren @MichelTemer. Eu não reconheço ele  também.Como presidente de um País 👎\n&#3;',0,0,0,0,neutro
'@cap_FabioAraujo @100underwood @CLUIZBORGES @ptbrasil @dilmabr @queacreditaemvc @CapitaoHarris @Fascista1964 @MidiaNINJA SIM\n&#3;',0,0,0,0,neutro
'Esse governo Temer é uma temeridade. Não é comum  grupos de comunicação no Brasil tomarem partido de forma... https://t.co/5B1Mo9WDsr\n&#3;',0,1,1,0,positivo
'“Governo Dilma ‘aniquilou’ recursos do MCMV das famílias mais pobres”  diz Bruno Araújo https://t.co/roRRqn6qYU\n&#3;',0,1,0,0,negativo
'ué mas e a crise??? governo temer não visava reduzir custos tendo como "solução" cortar gastos de programas como... https://t.co/3ztELpvOwh\n&#3;',0,1,1,0,positivo
'E AI BRASIL ESSE AUMENTO TA CHEIRANDO A PIZZA IMPUNIDADE TROCA DE FAVORES O QUE VOCÊS ACHAM???? https://t.co/LLeQBkdHZe\n&#3;',0,0,0,0,neutro
'“Governo Dilma ‘aniquilou’ recursos do MCMV das famílias mais pobres”  diz Bruno Araújo https://t.co/YcZa6ToPdV\n&#3;',0,1,0,0,negativo
'Mas o país não estava quebrado  Temer? - TIJOLAÇO | “A política  sem polêmica  é a arma das elites.” https://t.co/5PQNXlxVTR\n&#3;',0,1,1,1,negativo
'@portalvox #Avante Temer #Avante Lava Jato #Fora Dilma\n&#3;',0,0,1,0,positivo
'Prestemos atenção que esta QUADRILHA  de tudo fez para nos enganar nas eleições de 2014. Tudo isso foi dito e negado https://t.co/bwNTNDbmqr\n&#3;',0,0,1,0,positivo
'@portalvox #Avante Temer #Avante Lava Jato #Fora Dilma\n&#3;',0,0,1,0,positivo
'Mentira. Moro aqui e não vi protestos. https://t.co/KUVWMZY0UJ\n&#3;',0,0,0,0,neutro
'@CalamariEnilson @Gabriel6828 @dilmabr Falar com #PTista é perca de tempo... Apenas defendem a teta que não querem perder...\n&#3;',0,0,1,1,neutro
'Temer: período de interinidade não é útil para o País -  https://t.co/ejzm5B8vDl\n&#3;',1,0,1,0,positivo
'Brasília - O presidente em exercício  Michel Temer  afirmou nesta quinta-feira  2  em entrevista ao Jornal do... https://t.co/leanpnEBvF\n&#3;',0,0,1,0,positivo
'hoje a dilma colou o adesivo do #OcupaAdolpho  a emoção transborda\n&#3;',0,0,0,0,neutro
'@100underwood @cap_FabioAraujo @CLUIZBORGES @ptbrasil @dilmabr @BarbaNegra_mau @CapitaoHarris @Fascista1964 https://t.co/plENIT3Tva\n&#3;',0,0,0,0,neutro
'Temos q continuar nossa luta!Não podemos permitir!Estamos tão bem sem ela  mesmo com o Brasil falido. @dilmabr  https://t.co/ygEpMtnKyb\n&#3;',0,1,0,0,negativo
'mano se não fosse esse golpe na Dilma eu já teria recebido meu salário aposto\n&#3;',0,0,0,0,neutro
'Jabor fala que o comunismo desmonta o Estado. Mas não é o comunismo que desmonta o Estado brasileiro.  É Temer. Cínicos golpistas!\n&#3;',0,2,1,0,positivo
'mds  ele falou que a gente séria a Venezuela se a Dilma continuasse no poder  mas nossas instituições n tão permitindo essa ditadura\n&#3;',1,0,0,0,positivo
'Olhem o André da UFF aqui  bem na frente! https://t.co/M2P11rZXAu\n&#3;',0,0,0,0,neutro
'@gicolorado @euclarice qual o contexto? A mensagem de minha biografia? Se for  é uma referência pra Dilma lembrar quem a colocou lá...\n&#3;',0,0,0,0,neutro
'Maia uma mentira desmascarada do golpe. https://t.co/0JaFCxYpAb\n&#3;',0,0,0,0,neutro
'Aliados de Dilma dão barraco e se retiram de Comissão do Impeachment https://t.co/SV8iBOukde\n&#3;',1,0,0,0,positivo
'Quarta: Temer quer evitar Dilma em Olimpíadas. Quinta: estupro é tratado por Temer com pouco caso. Sexta: secretária é contra aborto.\n&#3;',1,0,3,0,positivo
'Quarta: Temer quer evitar Dilma em Olimpíadas. Quinta: estupro é tratado por Temer com pouco caso. Sexta: secretária é contra aborto.\n&#3;',1,0,3,0,positivo
'dilma sai  internet ilimitada sai junto\n&#3;',0,0,0,0,neutro
'sipa é por causa do Temer Impala :(\n&#3;',0,0,1,0,positivo
'EUNÃOVOUTERBOLODILMA\n&#3;',0,0,0,0,neutro
'🙌 https://t.co/TlcO4tMHlv\n&#3;',0,0,0,0,neutro
'Não é só o filho do Temer que é bom de negócios  o do FHC também mostra suas garras. No fundo  somos todos otários. https://t.co/xACwhMyjIK\n&#3;',1,0,1,0,positivo
'E ainda falou fora temer q homi\n&#3;',0,0,1,1,neutro
'Pois é... Estabilidade pro anterior não teve https://t.co/5M2lA062VT\n&#3;',0,0,0,0,neutro
'@queacreditaemvc @cap_FabioAraujo @CLUIZBORGES @ptbrasil @dilmabr @BarbaNegra_mau @CapitaoHarris @Fascista1964 Hahahahah caralhooo processo\n&#3;',0,0,0,0,neutro
'Golpistas não admitirão defesa  audio foi para domesticar as massas  O GOLPE segue seu curso  não há à quem recorrer https://t.co/i42NzoN0Mk\n&#3;',0,1,0,0,negativo
'"e ultimamente: fora temer" ahahaha\n&#3;',0,0,0,1,negativo
'Fora Temer no Jô HAUAHUASHAUA\n&#3;',0,0,1,1,neutro
'Guilherme Weber melhor pessoa. FORA TEMER\n&#3;',1,0,1,1,positivo
'grito com o guilherme terminando a entrevista falando fora temermeu novo bebe\n&#3;',0,0,0,1,negativo
'@teleSURtv @dilmabr Están a punto de salir 2 Presidentes por las maniobras que han logrado la rabia de los ciudadanos y son Temer y Macri.\n&#3;',0,0,1,0,positivo
'@teleSURtv @dilmabr Están a punto de salir 2 Presidentes por las maniobras que han logrado la rabia de los ciudadanos y son Temer y Macri.\n&#3;',0,0,1,0,positivo
'Primeiramente Fora Temer!\n&#3;',0,0,1,1,neutro
'FORA TEMER\n&#3;',0,0,1,1,neutro
'Rolou um Fora Temer no programa do Jo\n&#3;',0,0,1,1,neutro
'Guilherme Weber acabou de falar FORA TEMER no Jô\n&#3;',0,0,1,1,neutro
'"não deu tempo de falar mas fora temer" kkkkkkkkk\n&#3;',0,0,0,1,negativo
'Band já tá chamando o governo Dilma fé gestão passada meu Jesus\n&#3;',0,1,0,0,negativo
'fora temer kkkk\n&#3;',0,0,1,1,neutro
'não poderia faltar  fora temer <3\n&#3;',0,0,1,1,neutro
'Em tempo: a Dilma argentina(Cristina Kirchner) ainda não foi condenada pela morte do promotor Alberto Nizman ?!\n&#3;',0,1,0,0,negativo
'Boulos e o MTST mo https://t.co/IW0UgBJUgN straram que  se a esquerda se unir  Temer recua até cair. Por Mauro Donato\n&#3;',0,0,1,1,neutro
'Boulos e o MTST mo https://t.co/IW0UgBJUgN straram que  se a esquerda se unir  Temer recua até cair. Por Mauro... https://t.co/V7dLtyfxxc\n&#3;',0,0,1,1,neutro
'Boulos e o MTST mo https://t.co/VPC5TtOZRc straram que  se a esquerda se unir  Temer recua até cair. Por Mauro Donato\n&#3;',0,0,1,1,neutro
'Michel Temer está inelegível por oito anos  segundo TRE de São Paulo https://t.co/zTQlt9Wunh\n&#3;',1,1,1,0,positivo
'Boulos e o MTST mo https://t.co/IW0UgBJUgN straram que  se a esquerda se unir  Temer recua até cair. Por Mauro... https://t.co/u670QHTOOm\n&#3;',0,0,1,1,neutro
'O ATOR FALANDO FORA TEMER NO PROGRAMA DO JÔ GRITOOO\n&#3;',0,0,1,1,neutro
'Guilherme Weber falou "Fora Temer" e o Jô não se aguentou de felicidade.\n&#3;',0,0,1,0,positivo
'GUILHERME LANÇOU UM FORA TEMER NO JÔ TE AMO\n&#3;',0,0,2,1,positivo
'O cara lançou um "fora Temer" no programa do Jô Já sou fã\n&#3;',0,0,0,0,neutro
'Guilherme Weber voou!!! "Fora Temer" no Jô hahahaha\n&#3;',0,0,0,0,neutro
'o guilherme weber é sensacional.. o cara acaba a entrevista c o jo soares falando "fora temer"... serio vamo casa\n&#3;',1,0,0,0,positivo
'Muito legal esse ator soltar um fora temer no Jô hahaah\n&#3;',1,0,2,1,positivo
'FORA TEMER NO JO AMEI\n&#3;',0,0,2,1,positivo
'E:fora temer.\n&#3;',0,0,1,0,positivo
'Dei um grito agora com o Guilherme Webber falando fora temer Haahhaah\n&#3;',0,0,1,1,neutro
'não deu tempo de falar mais eu vou falar: fora temer #programadojô\n&#3;',0,0,1,1,neutro
'O cara dando entrevista no Jô  aí ele para e: "Só mais uma coisa: Fora Temer".Acabei de virar fã.\n&#3;',0,0,0,1,negativo
'SOCORRO COM O GUILHERME WEBER NO JÔ "ah jô  só tenho mais uma coisa pra dizer: FORA TEMER"\n&#3;',0,0,0,1,negativo
'Dilma exige a volta da Controladoria que nunca enxergou a roubalheira descontrolada dos cumpanhêro https://t.co/uhXq3ggzNx via @veja\n&#3;',0,1,0,0,negativo
'Rapaz  o Guilherme Weber mandou um Fora Temer no programa\n&#3;',0,0,0,0,neutro
'ligo a tv e em pleno programa do jô "fora temer!" ♡\n&#3;',0,0,0,0,neutro
'"fora temer" obrigada tiozinho que mal conheço e ja considero pacas eh nois\n&#3;',0,1,0,0,negativo
'Só pra finalizar  Jô  Fora Temer. HAHAHHAHA GRITEI AQUI\n&#3;',0,0,1,1,neutro
'Golpista usurpador ficha suja inelegível conspirador https://t.co/pcBODoLPPL\n&#3;',0,5,0,0,negativo
